Last Name,First Name,ORCID,Affiliation,ISSN
Duarte,Marco F.,https://orcid.org/0000-0001-8410-3266,University of Massachusetts Amherst,2169-3536
Garcke,Jochen,https://orcid.org/0000-0002-8334-3695,University of Bonn; Fraunhofer Institute for Algorithms and Scientific Computing,2169-3536
Waheed,Abdul,https://orcid.org/0000-0002-0974-6154,NONE,2169-3536
Goyal,Muskan,NONE,NONE,2169-3536
Gupta,Deepak,https://orcid.org/0000-0002-3019-7161,NONE,2169-3536
Khanna,Ashish,https://orcid.org/0000-0002-8418-3929,NONE,2169-3536
Al‐Turjman,Fadi,https://orcid.org/0000-0001-5418-873X,Near East University,2169-3536
Pinheiro,Plácido Rogério,https://orcid.org/0000-0002-1718-1712,Universidade Estadual do Ceará; Universidade de Fortaleza,2169-3536
Dai,Linglong,https://orcid.org/0000-0002-4250-7315,Center for Information Technology,2169-3536
Wang,Bichai,https://orcid.org/0000-0003-0627-8292,Center for Information Technology,2169-3536
Wang,Min,https://orcid.org/0000-0001-7838-8947,Chongqing University of Posts and Telecommunications,2169-3536
Yang,Xue,https://orcid.org/0000-0003-3377-0637,Center for Information Technology,2169-3536
Tan,Jingbo,https://orcid.org/0000-0003-4365-7435,Center for Information Technology,2169-3536
Bi,Shuangkaisheng,https://orcid.org/0000-0002-8845-3797,Center for Information Technology,2169-3536
Xu,Shenheng,https://orcid.org/0000-0003-0105-8194,Center for Information Technology,2169-3536
Yang,Fan,https://orcid.org/0000-0002-0362-4236,Center for Information Technology,2169-3536
Chen,Zhi,https://orcid.org/0000-0003-2943-9861,Chengdu University of Information Technology,2169-3536
Renzo,Marco Di,https://orcid.org/0000-0003-0772-8793,Laboratoire des signaux et systèmes,2169-3536
Chae,Chan‐Byoung,https://orcid.org/0000-0001-9561-3341,Yonsei University,2169-3536
Hanzo,Lajos,https://orcid.org/0000-0002-2636-5214,University of Southampton,2169-3536
Gadekallu,Thippa Reddy,https://orcid.org/0000-0003-0097-801X,Vellore Institute of Technology University,2169-3536
Maddikunta,Praveen Kumar Reddy,https://orcid.org/0000-0003-4209-2495,Vellore Institute of Technology University,2169-3536
Lakshmanna,Kuruva,https://orcid.org/0000-0003-3480-4851,Vellore Institute of Technology University,2169-3536
Kaluri,Rajesh,https://orcid.org/0000-0003-2073-9833,Vellore Institute of Technology University,2169-3536
Rajput,Dharmendra Singh,https://orcid.org/0000-0001-9708-8739,Vellore Institute of Technology University,2169-3536
Srivastava,Gautam,https://orcid.org/0000-0001-9851-4103,China Medical University; Brandon University,2169-3536
Baker,Thar,https://orcid.org/0000-0002-5166-4873,Liverpool John Moores University,2169-3536
Xia,Kun,NONE,University of Shanghai for Science and Technology,2169-3536
Huang,Jianguang,https://orcid.org/0000-0002-8946-5335,University of Shanghai for Science and Technology,2169-3536
Wang,Hanyu,https://orcid.org/0000-0002-2327-3234,University of Shanghai for Science and Technology,2169-3536
Zhang,Shen,https://orcid.org/0000-0002-1245-0565,Mitsubishi Electric (United States); Georgia Institute of Technology,2169-3536
Zhang,Shibo,https://orcid.org/0000-0003-3054-9590,Northwestern University,2169-3536
Wang,Bingnan,https://orcid.org/0000-0002-8710-2813,Mitsubishi Electric (United States),2169-3536
Habetler,T.G.,https://orcid.org/0000-0001-6598-2429,Georgia Institute of Technology,2169-3536
Ahmed,Nadeem,https://orcid.org/0000-0001-8169-040X,ORCID,2169-3536
Michelin,Regio A.,https://orcid.org/0000-0002-6758-1466,ORCID,2169-3536
Xue,Wanli,https://orcid.org/0000-0002-6000-7242,ORCID,2169-3536
Ruj,Sushmita,https://orcid.org/0000-0002-8698-6709,ORCID; Data61; Commonwealth Scientific and Industrial Research Organisation,2169-3536
Malaney,Robert,https://orcid.org/0000-0001-9672-5601,ORCID,2169-3536
Kanhere,Salil S.,https://orcid.org/0000-0002-1835-3475,ORCID,2169-3536
Seneviratne,Aruna,https://orcid.org/0000-0001-6894-7987,ORCID,2169-3536
Hu,Wen,https://orcid.org/0000-0002-4076-1811,ORCID,2169-3536
Janicke,Helge,https://orcid.org/0000-0002-1345-2829,ORCID,2169-3536
Jha,Sanjay,https://orcid.org/0000-0002-1844-1520,ORCID,2169-3536
Zhou,Qiheng,https://orcid.org/0000-0001-9242-8896,Sun Yat-sen University,2169-3536
Huang,Huawei,https://orcid.org/0000-0002-7035-6446,Sun Yat-sen University,2169-3536
Zheng,Zibin,https://orcid.org/0000-0002-7878-4330,Sun Yat-sen University,2169-3536
Bian,Jing,https://orcid.org/0000-0002-3015-7573,Sun Yat-sen University,2169-3536
Viswanathan,Harish,https://orcid.org/0000-0001-6144-7648,Nokia (United States),2169-3536
Mogensen,Preben,https://orcid.org/0000-0002-0710-8685,NONE,2169-3536
Le-Khac,Phuc H.,https://orcid.org/0000-0002-0504-5844,Dublin City University,2169-3536
Healy,Graham,https://orcid.org/0000-0001-6429-6339,Dublin City University,2169-3536
Smeaton,Alan F.,https://orcid.org/0000-0003-1028-8389,Dublin City University,2169-3536
Jamshidi,Mohammad,https://orcid.org/0000-0002-5312-6497,University of West Bohemia,2169-3536
Lalbakhsh,Ali,https://orcid.org/0000-0003-2033-0333,Macquarie University,2169-3536
Talla,Jakub,https://orcid.org/0000-0001-7828-8225,University of West Bohemia,2169-3536
Peroutka,Zdeněk,https://orcid.org/0000-0002-9400-4760,University of West Bohemia,2169-3536
Hadjilooei,Farimah,https://orcid.org/0000-0003-2127-5890,Tehran University of Medical Sciences,2169-3536
Lalbakhsh,Pedram,https://orcid.org/0000-0002-6115-6573,Razi University,2169-3536
Jamshidi,Morteza,https://orcid.org/0000-0001-5025-7670,Islamic Azad University of Kermanshah; Islamic Azad University Kerman,2169-3536
Spada,Luigi La,https://orcid.org/0000-0003-4923-1320,Edinburgh Napier University,2169-3536
Mirmozafari,Mirhamed,https://orcid.org/0000-0002-1151-2939,University of Wisconsin–Madison,2169-3536
Dehghani,Mojgan,NONE,Louisiana State University,2169-3536
Sabet,Asal,NONE,Texas A&M University – Kingsville,2169-3536
Roshani,Saeed,https://orcid.org/0000-0002-4024-2755,Islamic Azad University of Kermanshah; Islamic Azad University Kerman,2169-3536
Roshani,Sobhan,https://orcid.org/0000-0001-5088-499X,Islamic Azad University of Kermanshah; Islamic Azad University Kerman,2169-3536
Bayat-Makou,Nima,https://orcid.org/0000-0002-2030-981X,University of Toronto,2169-3536
Mohamadzade,Bahare,https://orcid.org/0000-0002-9909-7177,Macquarie University,2169-3536
Malek,Zahra,https://orcid.org/0000-0001-6306-3250,Islamic Azad University Medical Branch of Tehran,2169-3536
Jamshidi,Alireza,https://orcid.org/0000-0003-1736-5607,Kermanshah University of Medical Sciences,2169-3536
Kiani,Sara,https://orcid.org/0000-0002-3294-6103,Babol University of Medical Sciences,2169-3536
Hashemi‐Dezaki,Hamed,https://orcid.org/0000-0003-2056-2388,National University of Sciences and Technology,2169-3536
Mohyuddin,Wahab,https://orcid.org/0000-0002-7514-2463,University of West Bohemia,2169-3536
Taha,Abdelrahman,https://orcid.org/0000-0002-6046-6641,Arizona State University,2169-3536
Alrabeiah,Muhammad,https://orcid.org/0000-0001-7586-2631,Arizona State University,2169-3536
Alkhateeb,Ahmed,https://orcid.org/0000-0001-5648-1569,Arizona State University,2169-3536
Li,Li-Li,NONE,Shanxi Agricultural University,2169-3536
Zhang,Shujuan,https://orcid.org/0000-0002-2509-7975,Shanxi Agricultural University,2169-3536
Wang,Bin,https://orcid.org/0000-0003-4927-5075,Shanxi Agricultural University,2169-3536
Agrawal,Prachi,https://orcid.org/0000-0002-6492-3133,National Institute of Technology Hamirpur,2169-3536
Abutarboush,Hattan F.,https://orcid.org/0000-0003-3039-7849,Taibah University,2169-3536
Ganesh,Talari,https://orcid.org/0000-0003-4707-080X,National Institute of Technology Hamirpur,2169-3536
Mohamed,Ali Wagdy,https://orcid.org/0000-0002-5895-2632,Cairo University; Nile University,2169-3536
Ghosh,Pronab,https://orcid.org/0000-0002-5524-2328,Daffodil International University,2169-3536
Azam,Sami,https://orcid.org/0000-0001-7572-9750,Charles Darwin University,2169-3536
Jonkman,Mirjam,https://orcid.org/0000-0002-0396-8370,Charles Darwin University,2169-3536
Karim,Asif,https://orcid.org/0000-0001-8532-6816,Charles Darwin University,2169-3536
Shamrat,F. M. Javed Mehedi,https://orcid.org/0000-0001-9176-3537,Ministry of Local Government Rural Development and Co-operatives,2169-3536
Ignatious,Eva,https://orcid.org/0000-0001-6902-5976,Charles Darwin University,2169-3536
Shultana,Shahana,https://orcid.org/0000-0003-2493-4230,Daffodil International University,2169-3536
Beeravolu,Abhijith Reddy,NONE,Charles Darwin University,2169-3536
Boer,Friso De,https://orcid.org/0000-0003-4946-4175,Charles Darwin University,2169-3536
Lima,Carlos H. M. de,https://orcid.org/0000-0002-6852-7066,University of Oulu,2169-3536
Belot,Didier,NONE,CEA LETI; Commissariat à l'Énergie Atomique et aux Énergies Alternatives,2169-3536
Berkvens,Rafael,https://orcid.org/0000-0003-0064-5020,University of Antwerp,2169-3536
Bourdoux,André,https://orcid.org/0000-0002-9264-7850,IMEC,2169-3536
Dardari,Davide,https://orcid.org/0000-0002-5994-1310,University of Bologna,2169-3536
Guillaud,Maxime,https://orcid.org/0000-0002-4105-4537,Huawei Technologies (France),2169-3536
Isomursu,Minna,https://orcid.org/0000-0002-0161-1837,University of Oulu,2169-3536
Lohan,Elena Simona,https://orcid.org/0000-0003-1718-6924,Tampere University,2169-3536
Miao,Yang,https://orcid.org/0000-0003-4007-7478,University of Twente,2169-3536
Barreto,André Noll,https://orcid.org/0000-0002-0260-4137,Barkhausen Institute,2169-3536
Aziz,Muhammad Reza Kahar,https://orcid.org/0000-0002-4744-3891,Sumatera Institute of Technology,2169-3536
Saloranta,Jani,https://orcid.org/0000-0002-0553-6010,University of Oulu,2169-3536
Sanguanpuak,Tachporn,https://orcid.org/0000-0001-8371-7522,University of Oulu,2169-3536
Sarieddeen,Hadi,https://orcid.org/0000-0002-3050-4256,King Abdullah University of Science and Technology,2169-3536
Seco‐Granados,Gonzalo,https://orcid.org/0000-0003-2494-6872,Universitat Autònoma de Barcelona,2169-3536
Suutala,Jaakko,https://orcid.org/0000-0002-6605-0057,University of Oulu,2169-3536
Svensson,Tommy,https://orcid.org/0000-0002-2579-9002,Chalmers University of Technology,2169-3536
Valkama,Mikko,https://orcid.org/0000-0003-0361-0800,Tampere University,2169-3536
Liempd,Barend van,https://orcid.org/0000-0001-6877-8116,IMEC,2169-3536
Wymeersch,Henk,https://orcid.org/0000-0002-1298-6159,Chalmers University of Technology,2169-3536
Bhutta,Muhammad Nasir Mumtaz,https://orcid.org/0000-0001-5580-4282,King Faisal University,2169-3536
Khwaja,Amir A.,https://orcid.org/0000-0001-7174-3598,King Faisal University,2169-3536
Nadeem,Adnan,https://orcid.org/0000-0001-9622-150X,Islamic University of Madinah,2169-3536
Ahmad,Hafiz Farooq,https://orcid.org/0000-0002-8545-9771,King Faisal University,2169-3536
Khan,Muhammad Khurram,https://orcid.org/0000-0001-6636-0533,King Saud University,2169-3536
Hanif,Moataz,NONE,Embry–Riddle Aeronautical University,2169-3536
Song,Houbing,https://orcid.org/0000-0003-2631-9223,Embry–Riddle Aeronautical University,2169-3536
Alshamari,Majed,NONE,King Faisal University,2169-3536
Cao,Yue,https://orcid.org/0000-0002-2098-7637,Wuhan University,2169-3536
Weng,Weihao,https://orcid.org/0000-0002-0869-3409,University of Aizu,2169-3536
Zhu,Xin,https://orcid.org/0000-0002-4376-0806,University of Aizu,2169-3536
Wild,Thorsten,https://orcid.org/0000-0002-7545-7289,Nokia (Germany),2169-3536
Braun,Volker,NONE,Nokia (Germany),2169-3536
Viswanathan,Harish,https://orcid.org/0000-0001-6144-7648,Nokia (United States),2169-3536
Dehghani,Mohammad,https://orcid.org/0000-0002-4243-9658,University of Hradec Králové,2169-3536
Hubálovský,Štěpán,https://orcid.org/0000-0002-1570-222X,University of Hradec Králové,2169-3536
Trojovský,Pavel,https://orcid.org/0000-0001-8992-125X,University of Hradec Králové,2169-3536
Ishaq,Abid,https://orcid.org/0000-0002-9557-8889,Khwaja Fareed University of Engineering and Information Technology,2169-3536
Sadiq,Saima,https://orcid.org/0000-0002-2611-3738,Khwaja Fareed University of Engineering and Information Technology,2169-3536
Umer,Muhammad,https://orcid.org/0000-0002-6015-9326,Khwaja Fareed University of Engineering and Information Technology; Islamia University of Bahawalpur,2169-3536
Ullah,Saleem,https://orcid.org/0000-0003-3747-1263,Khwaja Fareed University of Engineering and Information Technology,2169-3536
Mirjalili,Seyedali,https://orcid.org/0000-0002-1443-9458,Yonsei University; Torrens University Australia; King Abdulaziz University,2169-3536
Rupapara,Vaibhav,NONE,Florida International University,2169-3536
Nappi,Michele,https://orcid.org/0000-0002-2517-2867,University of Salerno,2169-3536
Alsabah,Muntadher,https://orcid.org/0000-0001-7937-3093,University of Sheffield,2169-3536
Naser,Marwah Abdulrazzaq,https://orcid.org/0000-0001-5686-2759,University of Baghdad,2169-3536
Mahmmod,Basheera M.,https://orcid.org/0000-0002-4121-0843,University of Baghdad,2169-3536
Abdulhussain,Sadiq H.,https://orcid.org/0000-0002-6439-0082,University of Baghdad,2169-3536
Eissa,Mohammad R.,https://orcid.org/0000-0002-5584-5815,University of Sheffield,2169-3536
Al-Baidhani,Ahmed,https://orcid.org/0000-0002-4594-6006,NONE,2169-3536
Noordin,Nor Kamariah,https://orcid.org/0000-0002-0343-4862,Universiti Putra Malaysia,2169-3536
Sait,Sadiq M.,https://orcid.org/0000-0002-4796-0581,King Fahd University of Petroleum and Minerals,2169-3536
Al-Utaibi,Khaled A.,https://orcid.org/0000-0002-3965-5018,University of Ha'il,2169-3536
Hashim,Fazirul,NONE,Universiti Putra Malaysia,2169-3536
Onan,Aytuğ,https://orcid.org/0000-0002-9434-5880,Izmir Kâtip Çelebi University,2169-3536
Toçoğlu,Mansur Alp,https://orcid.org/0000-0003-1784-9003,Manisa Celal Bayar University,2169-3536
Rathore,M. Mazhar,https://orcid.org/0000-0002-0701-9850,Hamad bin Khalifa University; ORCID,2169-3536
Shah,Syed Attique,https://orcid.org/0000-0003-2949-7391,ORCID; University of Tartu,2169-3536
Shukla,Dhirendra,https://orcid.org/0000-0002-0036-714X,ORCID; University of New Brunswick,2169-3536
Bentafat,Elmahdi,https://orcid.org/0000-0001-9801-5582,Hamad bin Khalifa University,2169-3536
Bakiras,Spiridon,https://orcid.org/0000-0002-8964-0746,ORCID; Hamad bin Khalifa University,2169-3536
Rafi,Shafiul Hasan,https://orcid.org/0000-0002-1786-8637,NONE,2169-3536
Masood,Nahid‐Al,https://orcid.org/0000-0002-6821-8327,Bangladesh University of Engineering and Technology,2169-3536
Deeba,Shohana Rahman,https://orcid.org/0000-0003-2136-7330,North South University,2169-3536
Hossain,Eklas,https://orcid.org/0000-0003-2332-8095,Oregon Institute of Technology,2169-3536
Choi,Kukjin,https://orcid.org/0000-0002-2779-6569,Seoul National University,2169-3536
Yi,Jihun,https://orcid.org/0000-0001-5762-6643,Seoul National University,2169-3536
Park,Changhwa,https://orcid.org/0000-0002-6685-8072,Hyundai Motor Group (South Korea); Seoul National University,2169-3536
Yoon,Sungroh,https://orcid.org/0000-0002-2367-197X,Seoul National University,2169-3536
Mahesh,A,https://orcid.org/0000-0002-8306-109X,SRM Institute of Science and Technology,2169-3536
Bharatiraja,C.,https://orcid.org/0000-0003-2517-2119,SRM Institute of Science and Technology,2169-3536
Mihet‐Popa,Lucian,https://orcid.org/0000-0002-4556-2774,Østfold University College,2169-3536
Maseer,Ziadoon Kamil,https://orcid.org/0000-0002-2338-6650,Technical University of Malaysia Malacca,2169-3536
Yusof,Robiah,https://orcid.org/0000-0002-0582-7512,Technical University of Malaysia Malacca,2169-3536
Bahaman,Nazrulazhar,https://orcid.org/0000-0003-0549-900X,Technical University of Malaysia Malacca,2169-3536
Mostafa,Salama A.,https://orcid.org/0000-0001-5348-502X,Tun Hussein Onn University of Malaysia,2169-3536
Foozy,Cik Feresa Mohd,https://orcid.org/0000-0002-9085-6819,Tun Hussein Onn University of Malaysia,2169-3536
Saber,Abeer,https://orcid.org/0000-0002-9261-0927,Kafrelsheikh University,2169-3536
Sakr,Mohamed,NONE,Menoufia University,2169-3536
Abo-Seida,Osama M.,NONE,Kafrelsheikh University,2169-3536
Keshk,Arabi,https://orcid.org/0000-0002-8389-7989,Menoufia University,2169-3536
Chen,Huiling,https://orcid.org/0000-0002-7714-9693,Wenzhou University,2169-3536
Tang,Gang,https://orcid.org/0000-0002-8706-4431,Shanghai Maritime University,2169-3536
Tang,Congqiang,https://orcid.org/0000-0002-0282-1609,Shanghai Maritime University,2169-3536
Claramunt,Christophe,https://orcid.org/0000-0002-5586-1997,Institut de Recherche de l’École Navale; Shanghai Maritime University,2169-3536
Hu,Xiong,NONE,Shanghai Maritime University,2169-3536
Zhou,Peipei,https://orcid.org/0000-0002-6293-543X,Guangdong Polytechnic Normal University,2169-3536
Ullah,Imtiaz,https://orcid.org/0000-0002-2952-7215,University of Ontario Institute of Technology,2169-3536
Mahmoud,Qusay H.,https://orcid.org/0000-0003-0472-5757,University of Ontario Institute of Technology,2169-3536
Park,Sangmin,https://orcid.org/0000-0002-3484-9833,Korea University,2169-3536
Kim,Young‐Gab,https://orcid.org/0000-0001-9585-8808,Sejong University,2169-3536
Shami,Tareq M.,https://orcid.org/0000-0002-0159-4985,University of York,2169-3536
El‐Saleh,Ayman A.,https://orcid.org/0000-0003-4754-9271,College of Applied Sciences Nizwa,2169-3536
Alswaitti,Mohammed,https://orcid.org/0000-0003-0580-6954,Xiamen University Malaysia,2169-3536
Al-Tashi,Qasem,https://orcid.org/0000-0001-7208-693X,The University of Texas MD Anderson Cancer Center,2169-3536
Summakieh,Mhd Amen,https://orcid.org/0000-0002-5789-0337,Multimedia University,2169-3536
Mirjalili,Seyedali,https://orcid.org/0000-0002-1443-9458,Torrens University Australia; Yonsei University,2169-3536
Ferrag,Mohamed Amine,https://orcid.org/0000-0002-0632-3172,University of Guelma,2169-3536
Friha,Othmane,https://orcid.org/0000-0002-1160-2846,Badji Mokhtar University,2169-3536
Hamouda,Djallel,https://orcid.org/0000-0003-2168-4192,University of Guelma,2169-3536
Μαγλαράς,Λέανδρος,https://orcid.org/0000-0001-5360-9782,De Montfort University,2169-3536
Janicke,Helge,https://orcid.org/0000-0002-1345-2829,Edith Cowan University,2169-3536
Mienye,Ibomoiye Domor,https://orcid.org/0000-0001-9353-8894,University of Johannesburg,2169-3536
Sun,Yanxia,https://orcid.org/0000-0002-3455-9625,University of Johannesburg,2169-3536
Oyelade,Olaide N.,https://orcid.org/0000-0003-1252-0719,University of KwaZulu-Natal,2169-3536
Ezugwu,Absalom E.,https://orcid.org/0000-0002-3721-3400,University of KwaZulu-Natal,2169-3536
Mohamed,Tehnan I. A.,https://orcid.org/0000-0002-7793-7999,University of KwaZulu-Natal,2169-3536
Abualigah,Laith,https://orcid.org/0000-0002-2203-4549,Amman Arab University; Universiti Sains Malaysia,2169-3536
Breyer,Christian,https://orcid.org/0000-0002-7380-1816,Lappeenranta-Lahti University of Technology,2169-3536
Khalili,Siavash,https://orcid.org/0000-0002-4382-3168,Lappeenranta-Lahti University of Technology,2169-3536
Bogdanov,Dmitrii,https://orcid.org/0000-0001-7136-4803,Lappeenranta-Lahti University of Technology,2169-3536
Ram,Manish,https://orcid.org/0000-0001-5598-0817,Lappeenranta-Lahti University of Technology,2169-3536
Oyewo,Ayobami Solomon,https://orcid.org/0000-0001-5297-0103,Lappeenranta-Lahti University of Technology,2169-3536
Aghahosseini,Arman,https://orcid.org/0000-0002-6699-9043,Lappeenranta-Lahti University of Technology,2169-3536
Gulagi,Ashish,https://orcid.org/0000-0003-3440-1577,Lappeenranta-Lahti University of Technology,2169-3536
Solomon,A.A.,https://orcid.org/0000-0003-4611-9712,Lappeenranta-Lahti University of Technology,2169-3536
Keiner,Dominik,https://orcid.org/0000-0001-7653-5296,Lappeenranta-Lahti University of Technology,2169-3536
Lopez,Gabriel,https://orcid.org/0000-0002-8372-034X,Lappeenranta-Lahti University of Technology,2169-3536
Østergaard,Poul Alberg,https://orcid.org/0000-0002-6796-6526,Aalborg University,2169-3536
Lund,Henrik,https://orcid.org/0000-0002-4930-7885,Aalborg University,2169-3536
Mathiesen,Brian Vad,https://orcid.org/0000-0003-3917-1184,Aalborg University,2169-3536
Jacobson,Mark Z.,https://orcid.org/0000-0002-4315-4128,Stanford University,2169-3536
Victoria,Marta,https://orcid.org/0000-0003-1665-1281,Aarhus University,2169-3536
Teske,Sven,https://orcid.org/0000-0001-9582-2469,University of Technology Sydney,2169-3536
Pregger,Thomas,https://orcid.org/0000-0002-6728-7451,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),2169-3536
Fthenakis,Vasilis,https://orcid.org/0000-0001-8979-3366,Life Cycle Engineering (United States); Columbia University,2169-3536
Raugei,Marco,https://orcid.org/0000-0001-5026-8556,Oxford Brookes University; Life Cycle Engineering (United States); Columbia University,2169-3536
Holttinen,Hannele,https://orcid.org/0000-0003-1383-0735,University College Dublin,2169-3536
Bardi,Ugo,https://orcid.org/0000-0003-2240-2070,University of Florence,2169-3536
Hoekstra,Auke,https://orcid.org/0000-0001-9072-5280,Eindhoven University of Technology,2169-3536
Sovacool,Benjamin K.,https://orcid.org/0000-0002-4794-9403,University of Sussex; Aarhus University; Boston University,2169-3536
Tummala,Ayyarao S. L. V.,NONE,NONE,2169-3536
Ramakrishna,N. S. S.,NONE,NONE,2169-3536
Elavarasan,Rajvikram Madurai,NONE,NONE,2169-3536
Polumahanthi,Nishanth,NONE,Bharat Heavy Electricals (India),2169-3536
Rambabu,M.,NONE,NONE,2169-3536
Saini,Gaurav,https://orcid.org/0000-0001-9593-5180,Indian Institute of Engineering Science and Technology Shibpur,2169-3536
Khan,Baseem,https://orcid.org/0000-0003-1667-386X,Hawassa University,2169-3536
Alataş,Bilal,https://orcid.org/0000-0002-3513-0329,Fırat University,2169-3536
Marzouqi,Amina Al,https://orcid.org/0000-0003-3370-1818,University of Sharjah,2169-3536
Aburayya,Ahmad,https://orcid.org/0000-0002-1428-0547,Dubai Health Authority,2169-3536
Salloum,Said A.,https://orcid.org/0000-0002-6073-3981,University of Salford,2169-3536
Heydarian,Mohammadreza,https://orcid.org/0000-0001-7526-7955,McMaster University,2169-3536
Doyle,Thomas E.,https://orcid.org/0000-0003-1059-110X,McMaster University; Vector Institute,2169-3536
Samavi,Reza,https://orcid.org/0000-0001-6768-0168,Vector Institute; Toronto Metropolitan University,2169-3536
Lee,Joon-Woo,https://orcid.org/0000-0002-4125-6331,Seoul National University,2169-3536
Kang,HyungChul,https://orcid.org/0000-0001-5566-5358,Samsung (South Korea),2169-3536
Lee,Yongwoo,https://orcid.org/0000-0001-9424-6498,Samsung (South Korea),2169-3536
Choi,Woosuk,https://orcid.org/0009-0004-1588-7684,Samsung (South Korea),2169-3536
Eom,Jieun,https://orcid.org/0000-0002-1010-2698,Samsung (South Korea),2169-3536
Deryabin,Maxim,https://orcid.org/0000-0002-6761-3667,Samsung (South Korea),2169-3536
Lee,Eunsang,https://orcid.org/0000-0002-5270-2405,Seoul National University,2169-3536
Lee,Jung-Hyun,https://orcid.org/0000-0001-9476-3313,Seoul National University,2169-3536
Yoo,Donghoon,https://orcid.org/0000-0001-6997-2658,Samsung (South Korea),2169-3536
Kim,Young Sik,https://orcid.org/0000-0003-4114-4935,Chosun University,2169-3536
No,Jong‐Seon,https://orcid.org/0000-0002-3946-0958,Seoul National University,2169-3536
Kushwaha,Satpal Singh,https://orcid.org/0000-0002-4292-5066,Manipal University Jaipur,2169-3536
Joshi,Sandeep,https://orcid.org/0000-0001-9127-5947,Manipal University Jaipur,2169-3536
Singh,Dilbag,https://orcid.org/0000-0001-6475-4491,Gwangju Institute of Science and Technology,2169-3536
Kaur,Manjit,NONE,Gwangju Institute of Science and Technology,2169-3536
Lee,Heung-No,https://orcid.org/0000-0001-8528-5778,Gwangju Institute of Science and Technology,2169-3536
Trojovská,Eva,https://orcid.org/0000-0001-9901-5867,University of Hradec Králové,2169-3536
Dehghani,Mohammad,https://orcid.org/0000-0002-4243-9658,University of Hradec Králové,2169-3536
Trojovský,Pavel,https://orcid.org/0000-0001-8992-125X,University of Hradec Králové,2169-3536
Qazi,Sameer,https://orcid.org/0000-0003-3332-889X,Karachi Institute of Economics and Technology,2169-3536
Khawaja,Bilal A.,https://orcid.org/0000-0003-1537-5502,Islamic University of Madinah,2169-3536
Farooq,Qazi Umar,https://orcid.org/0000-0003-3393-6617,Islamic University of Madinah,2169-3536
Rana,Md. Shohel,https://orcid.org/0000-0001-6626-4189,University of Southern Mississippi; Northern Kentucky University,2169-3536
Nobi,Mohammad Nur,https://orcid.org/0000-0002-2974-552X,The University of Texas at San Antonio,2169-3536
Murali,Beddhu,NONE,University of Southern Mississippi,2169-3536
Sung,Andrew H.,https://orcid.org/0009-0005-0815-3102,University of Southern Mississippi,2169-3536
Saraswat,Deepti,https://orcid.org/0000-0001-7966-398X,Nirma University,2169-3536
Bhattacharya,Pronaya,https://orcid.org/0000-0002-1206-2298,Nirma University,2169-3536
Verma,Ashwin,https://orcid.org/0000-0001-8904-228X,Nirma University,2169-3536
Prasad,Vivek Kumar,https://orcid.org/0000-0003-4942-8094,Nirma University,2169-3536
Tanwar,Sudeep,https://orcid.org/0000-0002-1776-4651,Nirma University,2169-3536
Sharma,Gulshan,https://orcid.org/0000-0002-4726-0956,University of Johannesburg,2169-3536
Bokoro,Pitshou N.,https://orcid.org/0000-0002-9178-2700,University of Johannesburg,2169-3536
Sharma,Ravi,https://orcid.org/0000-0002-8584-9753,University of Petroleum and Energy Studies,2169-3536
Mehmood,Shahid,https://orcid.org/0000-0002-5545-6668,Riphah International University,2169-3536
Ghazal,Taher M.,https://orcid.org/0000-0003-0672-7924,Skyline University College; National University of Malaysia,2169-3536
Khan,Muhammad Adnan,https://orcid.org/0000-0003-4854-9935,Gachon University; Riphah International University,2169-3536
Zubair,Muhammad,https://orcid.org/0000-0003-3999-6581,Riphah International University,2169-3536
Naseem,Muhammad Tahir,https://orcid.org/0000-0001-6659-097X,Yeungnam University; Riphah International University,2169-3536
Faiz,Tauqeer,https://orcid.org/0000-0002-1641-9813,Skyline University College,2169-3536
Ahmad,Munir,https://orcid.org/0000-0002-5240-0984,National College of Business Administration and Economics,2169-3536
Bansal,Gaurang,https://orcid.org/0000-0003-2272-0941,National University of Singapore,2169-3536
Rajgopal,Karthik,https://orcid.org/0000-0001-7250-5743,Birla Institute of Technology and Science Pilani,2169-3536
Chamola,Vinay,https://orcid.org/0000-0002-6730-3060,Birla Institute of Technology and Science Pilani,2169-3536
Xiong,Zehui,https://orcid.org/0000-0002-4440-941X,Singapore University of Technology and Design,2169-3536
Niyato,Dusit,https://orcid.org/0000-0002-7442-7416,Nanyang Technological University,2169-3536
Chen,Daoquan,https://orcid.org/0000-0003-0738-3254,Zhejiang Institute of Mechanical and Electrical Engineering,2169-3536
Hong,Wei-Cong,https://orcid.org/0000-0001-6983-6373,NONE,2169-3536
Zhou,Xiuze,https://orcid.org/0000-0002-0717-6936,NONE,2169-3536
Ahmed,Usama,https://orcid.org/0000-0001-7199-600X,Riphah International University; Virtual University of Pakistan,2169-3536
Issa,Ghassan F.,https://orcid.org/0000-0001-9509-1344,Skyline University College,2169-3536
Khan,Muhammad Adnan,https://orcid.org/0000-0003-4854-9935,Gachon University; Riphah International University,2169-3536
Aftab,Shabib,https://orcid.org/0000-0002-7662-1394,National College of Business Administration and Economics; Virtual University of Pakistan,2169-3536
Khan,Muhammad Farhan,https://orcid.org/0000-0002-9045-895X,University of Health Sciences Lahore,2169-3536
Said,Raed A. T.,NONE,Canadian University of Dubai,2169-3536
